flight_id,dep_airport,arr_airport,service_type,std,sta,dep_airport_group,arr_airport_group
WF509,MOL,BGO,J,2025-10-01T13:35:00.000000,2025-10-01T14:30:00.000000,B,NA
WF769,MQN,TRD,J,2025-10-01T13:40:00.000000,2025-10-01T14:45:00.000000,D,NA
WF729,SSJ,TRD,J,2025-10-01T13:50:00.000000,2025-10-01T14:45:00.000000,D,NA
WF812,BOO,LKN,J,2025-10-01T14:05:00.000000,2025-10-01T14:35:00.000000,NA,E
WF832,BOO,SVJ,J,2025-10-01T14:05:00.000000,2025-10-01T14:35:00.000000,NA,E
DY430,OSL,MOL,J,2025-10-01T14:10:00.000000,2025-10-01T15:05:00.000000,NA,B
WF793,RVK,TRD,J,2025-10-01T14:10:00.000000,2025-10-01T14:45:00.000000,C,NA
WF148,OSL,SDN,J,2025-10-01T14:40:00.000000,2025-10-01T15:50:00.000000,NA,A
WF158,OSL,HOV,J,2025-10-01T14:40:00.000000,2025-10-01T15:50:00.000000,NA,B
WF172,HOV,OSL,J,2025-10-01T14:45:00.000000,2025-10-01T15:55:00.000000,B,NA
WF192,FDE,OSL,J,2025-10-01T14:50:00.000000,2025-10-01T15:55:00.000000,A,NA
WF813,LKN,BOO,J,2025-10-01T14:55:00.000000,2025-10-01T15:20:00.000000,E,NA
WF833,SVJ,BOO,J,2025-10-01T14:55:00.000000,2025-10-01T15:20:00.000000,E,NA
WF514,BGO,MOL,J,2025-10-01T15:00:00.000000,2025-10-01T15:55:00.000000,NA,B
WF772,TRD,MQN,J,2025-10-01T15:10:00.000000,2025-10-01T16:15:00.000000,NA,D
WF732,TRD,SSJ,J,2025-10-01T15:10:00.000000,2025-10-01T16:05:00.000000,NA,D
WF752,TRD,MJF,J,2025-10-01T15:15:00.000000,2025-10-01T16:05:00.000000,NA,D
DY431,MOL,OSL,J,2025-10-01T15:35:00.000000,2025-10-01T16:30:00.000000,B,NA
WF834,BOO,SVJ,J,2025-10-01T15:45:00.000000,2025-10-01T16:15:00.000000,NA,E
WF794,TRD,OSY,J,2025-10-01T15:45:00.000000,2025-10-01T16:20:00.000000,NA,C
WF814,BOO,LKN,J,2025-10-01T15:45:00.000000,2025-10-01T16:15:00.000000,NA,E
WF148,SDN,SOG,J,2025-10-01T16:05:00.000000,2025-10-01T16:35:00.000000,A,A
WF158,HOV,SOG,J,2025-10-01T16:05:00.000000,2025-10-01T16:35:00.000000,B,A
WF732,SSJ,BOO,J,2025-10-01T16:20:00.000000,2025-10-01T16:55:00.000000,D,NA
WF515,MOL,BGO,J,2025-10-01T16:20:00.000000,2025-10-01T17:15:00.000000,B,NA
WF752,MJF,BOO,J,2025-10-01T16:25:00.000000,2025-10-01T17:05:00.000000,D,NA
WF772,MQN,BOO,J,2025-10-01T16:30:00.000000,2025-10-01T17:00:00.000000,D,NA
WF835,SVJ,BOO,J,2025-10-01T16:35:00.000000,2025-10-01T17:00:00.000000,E,NA
WF958,KKN,VAW,J,2025-10-01T16:35:00.000000,2025-10-01T17:00:00.000000,NA,F
WF815,LKN,BOO,J,2025-10-01T16:35:00.000000,2025-10-01T17:00:00.000000,E,NA
WF795,OSY,TRD,J,2025-10-01T16:40:00.000000,2025-10-01T17:10:00.000000,C,NA
WF816,BOO,LKN,J,2025-10-01T16:40:00.000000,2025-10-01T17:10:00.000000,NA,E
WF936,HFT,VDS,J,2025-10-01T16:45:00.000000,2025-10-01T17:30:00.000000,NA,G
WF158,SOG,BGO,J,2025-10-01T16:50:00.000000,2025-10-01T17:30:00.000000,A,NA
WF148,SOG,OSL,J,2025-10-01T16:55:00.000000,2025-10-01T17:50:00.000000,A,NA
WF175,OSL,HOV,J,2025-10-01T17:05:00.000000,2025-10-01T18:15:00.000000,NA,B
WF195,OSL,FDE,J,2025-10-01T17:15:00.000000,2025-10-01T18:20:00.000000,NA,A
WF958,VAW,VDS,J,2025-10-01T17:15:00.000000,2025-10-01T17:35:00.000000,F,G
WF816,LKN,TOS,J,2025-10-01T17:25:00.000000,2025-10-01T18:20:00.000000,E,NA
WF775,BOO,MQN,J,2025-10-01T17:25:00.000000,2025-10-01T18:00:00.000000,NA,D
WF755,BOO,MJF,J,2025-10-01T17:30:00.000000,2025-10-01T18:15:00.000000,NA,D
WF735,BOO,SSJ,J,2025-10-01T17:35:00.000000,2025-10-01T18:15:00.000000,NA,D
WF966,TOS,SOJ,J,2025-10-01T17:45:00.000000,2025-10-01T18:10:00.000000,NA,C
DY436,OSL,MOL,J,2025-10-01T17:55:00.000000,2025-10-01T18:55:00.000000,NA,B
WF939,VDS,BJF,J,2025-10-01T18:00:00.000000,2025-10-01T18:20:00.000000,G,F
WF836,BOO,SVJ,J,2025-10-01T18:05:00.000000,2025-10-01T18:35:00.000000,NA,E
WF947,VDS,BVG,J,2025-10-01T18:05:00.000000,2025-10-01T18:30:00.000000,G,F
WF775,MQN,TRD,J,2025-10-01T18:15:00.000000,2025-10-01T19:20:00.000000,D,NA
WF896,BOO,LKN,J,2025-10-01T18:15:00.000000,2025-10-01T18:45:00.000000,NA,E
WF967,SOJ,TOS,J,2025-10-01T18:25:00.000000,2025-10-01T18:50:00.000000,C,NA
WF735,SSJ,TRD,J,2025-10-01T18:30:00.000000,2025-10-01T19:25:00.000000,D,NA
WF159,BGO,SOG,J,2025-10-01T18:30:00.000000,2025-10-01T19:05:00.000000,NA,A
WF755,MJF,TRD,J,2025-10-01T18:30:00.000000,2025-10-01T19:25:00.000000,D,NA
WF516,BGO,MOL,J,2025-10-01T18:35:00.000000,2025-10-01T19:30:00.000000,NA,B
WF939,BJF,HFT,J,2025-10-01T18:35:00.000000,2025-10-01T19:25:00.000000,F,NA
WF176,HOV,OSL,J,2025-10-01T18:35:00.000000,2025-10-01T19:45:00.000000,B,NA
WF196,FDE,OSL,J,2025-10-01T18:40:00.000000,2025-10-01T19:45:00.000000,A,NA
WF947,BVG,ALF,J,2025-10-01T18:45:00.000000,2025-10-01T19:30:00.000000,F,NA
WF978,HFT,HAA,J,2025-10-01T18:45:00.000000,2025-10-01T19:05:00.000000,NA,G
WF837,SVJ,BOO,J,2025-10-01T18:55:00.000000,2025-10-01T19:20:00.000000,E,NA
WF896,LKN,RET,J,2025-10-01T19:00:00.000000,2025-10-01T19:25:00.000000,E,E
WF796,TRD,OSY,J,2025-10-01T19:00:00.000000,2025-10-01T19:35:00.000000,NA,C
WF149,OSL,SOG,J,2025-10-01T19:05:00.000000,2025-10-01T20:00:00.000000,NA,A
WF978,HAA,TOS,J,2025-10-01T19:20:00.000000,2025-10-01T19:55:00.000000,G,NA
WF159,SOG,HOV,J,2025-10-01T19:20:00.000000,2025-10-01T19:55:00.000000,A,B
WF896,RET,BOO,J,2025-10-01T19:40:00.000000,2025-10-01T20:05:00.000000,E,NA
WF796,OSY,RVK,J,2025-10-01T19:50:00.000000,2025-10-01T20:10:00.000000,C,C
WF778,TRD,MQN,J,2025-10-01T19:55:00.000000,2025-10-01T21:00:00.000000,NA,D
WF758,TRD,MJF,J,2025-10-01T20:00:00.000000,2025-10-01T20:50:00.000000,NA,D
WF738,TRD,SSJ,J,2025-10-01T20:00:00.000000,2025-10-01T20:55:00.000000,NA,D
WF179,OSL,HOV,J,2025-10-01T20:15:00.000000,2025-10-01T21:25:00.000000,NA,B
WF199,OSL,FDE,J,2025-10-01T20:15:00.000000,2025-10-01T21:20:00.000000,NA,A
WF149,SOG,SDN,J,2025-10-01T20:20:00.000000,2025-10-01T20:50:00.000000,A,A
WF818,BOO,LKN,J,2025-10-01T20:55:00.000000,2025-10-01T21:25:00.000000,NA,E
WF938,HVG,MEH,J,2025-10-01T21:00:00.000000,2025-10-01T21:20:00.000000,NA,G
WF948,KKN,VDS,J,2025-10-01T21:00:00.000000,2025-10-01T21:15:00.000000,NA,G
WF938,MEH,VDS,J,2025-10-01T21:35:00.000000,2025-10-01T22:05:00.000000,G,G
WF819,LKN,BOO,J,2025-10-01T21:40:00.000000,2025-10-01T22:05:00.000000,E,NA
WF931,VDS,MEH,J,2025-10-02T03:00:00.000000,2025-10-02T03:35:00.000000,G,G
WF941,VDS,KKN,J,2025-10-02T03:15:00.000000,2025-10-02T03:30:00.000000,G,NA
WF931,MEH,HVG,J,2025-10-02T03:50:00.000000,2025-10-02T04:10:00.000000,G,NA
WF150,HOV,SOG,J,2025-10-02T03:55:00.000000,2025-10-02T04:25:00.000000,B,A
WF140,SDN,SOG,J,2025-10-02T04:00:00.000000,2025-10-02T04:30:00.000000,A,A
WF960,TOS,SOJ,J,2025-10-02T04:00:00.000000,2025-10-02T04:25:00.000000,NA,C
WF180,FDE,OSL,J,2025-10-02T04:05:00.000000,2025-10-02T05:10:00.000000,A,NA
WF160,HOV,OSL,J,2025-10-02T04:05:00.000000,2025-10-02T05:15:00.000000,B,NA
WF761,MQN,TRD,J,2025-10-02T04:25:00.000000,2025-10-02T05:30:00.000000,D,NA
WF781,RVK,OSY,J,2025-10-02T04:25:00.000000,2025-10-02T04:45:00.000000,C,C
WF741,MJF,TRD,J,2025-10-02T04:30:00.000000,2025-10-02T05:25:00.000000,D,NA
WF721,SSJ,TRD,J,2025-10-02T04:45:00.000000,2025-10-02T05:40:00.000000,D,NA
WF140,SOG,OSL,J,2025-10-02T04:45:00.000000,2025-10-02T05:40:00.000000,A,NA
WF961,SOJ,TOS,J,2025-10-02T04:45:00.000000,2025-10-02T05:10:00.000000,C,NA
WF802,BOO,LKN,J,2025-10-02T04:45:00.000000,2025-10-02T05:15:00.000000,NA,E
WF820,BOO,SVJ,J,2025-10-02T04:45:00.000000,2025-10-02T05:15:00.000000,NA,E
WF150,SOG,BGO,J,2025-10-02T04:45:00.000000,2025-10-02T05:20:00.000000,A,NA
DY421,MOL,OSL,J,2025-10-02T04:45:00.000000,2025-10-02T05:40:00.000000,B,NA
WF781,OSY,TRD,J,2025-10-02T05:00:00.000000,2025-10-02T05:30:00.000000,C,NA
WF942,ALF,BVG,J,2025-10-02T05:05:00.000000,2025-10-02T05:50:00.000000,NA,F
WF930,HFT,BJF,J,2025-10-02T05:10:00.000000,2025-10-02T05:55:00.000000,NA,F
WF803,LKN,BOO,J,2025-10-02T05:30:00.000000,2025-10-02T05:55:00.000000,E,NA
WF821,SVJ,BOO,J,2025-10-02T05:30:00.000000,2025-10-02T05:55:00.000000,E,NA
WF974,TOS,HAA,J,2025-10-02T05:40:00.000000,2025-10-02T06:15:00.000000,NA,G
WF161,OSL,HOV,J,2025-10-02T05:45:00.000000,2025-10-02T06:55:00.000000,NA,B
WF181,OSL,FDE,J,2025-10-02T05:45:00.000000,2025-10-02T06:50:00.000000,NA,A
WF762,TRD,MQN,J,2025-10-02T06:05:00.000000,2025-10-02T07:10:00.000000,NA,D
WF942,BVG,VDS,J,2025-10-02T06:05:00.000000,2025-10-02T06:30:00.000000,F,G
WF742,TRD,MJF,J,2025-10-02T06:05:00.000000,2025-10-02T06:55:00.000000,NA,D
WF722,TRD,SSJ,J,2025-10-02T06:10:00.000000,2025-10-02T07:05:00.000000,NA,D
WF141,OSL,SOG,J,2025-10-02T06:10:00.000000,2025-10-02T07:05:00.000000,NA,A
WF930,BJF,VDS,J,2025-10-02T06:10:00.000000,2025-10-02T06:30:00.000000,F,G
WF892,BOO,RET,J,2025-10-02T06:15:00.000000,2025-10-02T06:40:00.000000,NA,E
DY422,OSL,MOL,J,2025-10-02T06:20:00.000000,2025-10-02T07:20:00.000000,NA,B
WF974,HAA,HFT,J,2025-10-02T06:30:00.000000,2025-10-02T06:50:00.000000,G,NA
WF151,BGO,SOG,J,2025-10-02T06:35:00.000000,2025-10-02T07:10:00.000000,NA,A
WF782,TRD,RVK,J,2025-10-02T06:35:00.000000,2025-10-02T07:10:00.000000,NA,C
WF933,VDS,HFT,J,2025-10-02T06:50:00.000000,2025-10-02T07:40:00.000000,G,NA
WF822,BOO,SVJ,J,2025-10-02T06:50:00.000000,2025-10-02T07:20:00.000000,NA,E
WF953,VDS,VAW,J,2025-10-02T06:55:00.000000,2025-10-02T07:15:00.000000,G,F
WF892,RET,LKN,J,2025-10-02T06:55:00.000000,2025-10-02T07:20:00.000000,E,E
WF503,MOL,BGO,J,2025-10-02T07:00:00.000000,2025-10-02T07:55:00.000000,B,NA
WF742,MJF,BOO,J,2025-10-02T07:10:00.000000,2025-10-02T07:50:00.000000,D,NA
WF162,HOV,OSL,J,2025-10-02T07:15:00.000000,2025-10-02T08:25:00.000000,B,NA
WF184,FDE,OSL,J,2025-10-02T07:20:00.000000,2025-10-02T08:25:00.000000,A,NA
WF722,SSJ,BOO,J,2025-10-02T07:20:00.000000,2025-10-02T07:55:00.000000,D,NA
WF141,SOG,SDN,J,2025-10-02T07:25:00.000000,2025-10-02T07:55:00.000000,A,A
WF151,SOG,HOV,J,2025-10-02T07:25:00.000000,2025-10-02T08:00:00.000000,A,B
WF762,MQN,BOO,J,2025-10-02T07:25:00.000000,2025-10-02T07:55:00.000000,D,NA
WF783,RVK,TRD,J,2025-10-02T07:30:00.000000,2025-10-02T08:05:00.000000,C,NA
WF953,VAW,KKN,J,2025-10-02T07:30:00.000000,2025-10-02T07:55:00.000000,F,NA
WF823,SVJ,BOO,J,2025-10-02T07:35:00.000000,2025-10-02T08:00:00.000000,E,NA
WF892,LKN,BOO,J,2025-10-02T07:35:00.000000,2025-10-02T08:00:00.000000,E,NA
DY423,MOL,OSL,J,2025-10-02T07:45:00.000000,2025-10-02T08:40:00.000000,B,NA
WF141,SDN,OSL,J,2025-10-02T08:15:00.000000,2025-10-02T09:20:00.000000,A,NA
WF151,HOV,OSL,J,2025-10-02T08:20:00.000000,2025-10-02T09:30:00.000000,B,NA
WF163,OSL,HOV,J,2025-10-02T08:50:00.000000,2025-10-02T10:00:00.000000,NA,B
WF804,BOO,LKN,J,2025-10-02T08:55:00.000000,2025-10-02T09:25:00.000000,NA,E
WF765,BOO,MQN,J,2025-10-02T08:55:00.000000,2025-10-02T09:30:00.000000,NA,D
WF745,BOO,MJF,J,2025-10-02T08:55:00.000000,2025-10-02T09:40:00.000000,NA,D
WF824,BOO,SVJ,J,2025-10-02T08:55:00.000000,2025-10-02T09:25:00.000000,NA,E
WF145,OSL,SDN,J,2025-10-02T08:55:00.000000,2025-10-02T10:05:00.000000,NA,A
WF825,SVJ,BOO,J,2025-10-02T09:45:00.000000,2025-10-02T10:10:00.000000,E,NA
WF954,KKN,VDS,J,2025-10-02T09:45:00.000000,2025-10-02T10:00:00.000000,NA,G
WF805,LKN,BOO,J,2025-10-02T09:45:00.000000,2025-10-02T10:10:00.000000,E,NA
WF765,MQN,TRD,J,2025-10-02T09:50:00.000000,2025-10-02T10:55:00.000000,D,NA
WF745,MJF,TRD,J,2025-10-02T10:00:00.000000,2025-10-02T10:55:00.000000,D,NA
WF167,OSL,HOV,J,2025-10-02T10:00:00.000000,2025-10-02T11:10:00.000000,NA,B
WF187,OSL,FDE,J,2025-10-02T10:10:00.000000,2025-10-02T11:15:00.000000,NA,A
WF954,VDS,VAW,J,2025-10-02T10:20:00.000000,2025-10-02T10:40:00.000000,G,F
WF163,HOV,BGO,J,2025-10-02T10:20:00.000000,2025-10-02T11:15:00.000000,B,NA
WF146,SDN,OSL,J,2025-10-02T10:25:00.000000,2025-10-02T11:30:00.000000,A,NA
WF808,BOO,LKN,J,2025-10-02T10:45:00.000000,2025-10-02T11:15:00.000000,NA,E
WF955,VAW,BJF,J,2025-10-02T10:55:00.000000,2025-10-02T11:15:00.000000,F,F
WF768,TRD,MQN,J,2025-10-02T11:30:00.000000,2025-10-02T12:35:00.000000,NA,D
WF168,HOV,OSL,J,2025-10-02T11:30:00.000000,2025-10-02T12:40:00.000000,B,NA
WF955,BJF,BVG,J,2025-10-02T11:30:00.000000,2025-10-02T11:50:00.000000,F,F
WF809,LKN,BOO,J,2025-10-02T11:35:00.000000,2025-10-02T12:00:00.000000,E,NA
WF188,FDE,OSL,J,2025-10-02T11:35:00.000000,2025-10-02T12:40:00.000000,A,NA
DY426,OSL,MOL,J,2025-10-02T11:40:00.000000,2025-10-02T12:35:00.000000,NA,B
WF908,HFT,MEH,J,2025-10-02T11:45:00.000000,2025-10-02T12:20:00.000000,NA,G
WF170,BGO,HOV,J,2025-10-02T11:50:00.000000,2025-10-02T12:40:00.000000,NA,B
WF155,OSL,SOG,J,2025-10-02T12:00:00.000000,2025-10-02T12:55:00.000000,NA,A
WF811,TOS,LKN,J,2025-10-02T12:00:00.000000,2025-10-02T13:00:00.000000,NA,E
WF955,BVG,VDS,J,2025-10-02T12:05:00.000000,2025-10-02T12:30:00.000000,F,G
WF508,BGO,MOL,J,2025-10-02T12:15:00.000000,2025-10-02T13:10:00.000000,NA,B
WF828,BOO,SVJ,J,2025-10-02T12:25:00.000000,2025-10-02T12:55:00.000000,NA,E
WF908,MEH,HVG,J,2025-10-02T12:35:00.000000,2025-10-02T12:55:00.000000,G,NA
WF955,VDS,KKN,J,2025-10-02T12:50:00.000000,2025-10-02T13:05:00.000000,G,NA
WF729,BOO,SSJ,J,2025-10-02T12:50:00.000000,2025-10-02T13:30:00.000000,NA,D
WF769,BOO,MQN,J,2025-10-02T12:50:00.000000,2025-10-02T13:25:00.000000,NA,D
WF768,MQN,BOO,J,2025-10-02T12:55:00.000000,2025-10-02T13:25:00.000000,D,NA
DY427,MOL,OSL,J,2025-10-02T13:00:00.000000,2025-10-02T13:55:00.000000,B,NA
WF170,HOV,OSL,J,2025-10-02T13:00:00.000000,2025-10-02T14:10:00.000000,B,NA
